Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
36296,SERVICIOS,Y,RECURSOS,,,
36297,77.445.721-6,CCP-CIELOS,SPA,2025-07-24,,
36298,77.411.183-2,PEWMA,SPA,2025-07-24,,
36299,76.477.555-4,ASESORIAS,Y,SERVICIOS,2025-07-24,
36300,77.445.788-7,EURCOM,SPA,2025-07-24,,
D,Y,D,EVENTOS,Y,,
36301,77.446.565-0,2025-07-24,,,,
PRODUCCIONES,TEJA,SPA,,,,
SOCIEDAD,MEDICA,PEREZ,,,,
36302,77.411.238-3,2025-07-24,,,,
INSTITUTO,CLINICO,DE,,,,
36303,77.447.094-8,2025-07-24,,,,
SALUD,MENTAL,SPA,,,,
36304,76.478.360-3,SAINT-JEAN,SERVICIOS,Y,2025-07-24,
INVERSIONES,SLIER,&,,,,
36305,77.448.156-7,2025-07-24,,,,
36306,77.412.291-5,PROMARCO,CHILE,SPA,2025-07-24,
